 #--- Initial_population -----------------------------
     Omega        hs        n         ec0       alpha     beta      rat_ed    rat_ei
     33.81      2.91      0.22      1.01      0.20      1.27      1.13      0.56
     33.90      2.50      0.22      1.01      0.21      1.29      1.23      0.56
     33.90      2.80      0.22      1.01      0.19      1.28      1.12      0.56
     33.95      2.45      0.21      1.00      0.19      1.30      1.11      0.56
     33.83      2.74      0.22      1.02      0.20      1.27      1.12      0.56
     33.71      2.86      0.22      1.02      0.21      1.30      1.12      0.56
     33.64      2.61      0.22      1.02      0.20      1.31      1.12      0.56
     33.90      2.61      0.22      1.02      0.20      1.31      1.13      0.56
     33.73      2.55      0.22      1.01      0.19      1.29      1.11      0.56
     33.76      2.81      0.22      1.01      0.23      1.31      1.12      0.56
     33.86      2.25      0.22      1.02      0.21      1.31      1.11      0.56
     33.95      2.66      0.22      1.01      0.20      1.29      1.12      0.56
     33.69      2.76      0.21      1.02      0.10      1.32      1.12      0.56
     33.38      3.06      0.22      1.03      0.21      1.35      1.12      0.56
     33.82      2.45      0.22      1.01      0.20      1.35      1.10      0.56
     33.81      2.56      0.22      1.01      0.21      1.29      1.10      0.56
     33.59      2.84      0.22      1.01      0.20      1.32      1.11      0.56
     34.13      2.62      0.22      1.01      0.18      1.27      1.11      0.56
     33.53      3.21      0.22      1.01      0.21      1.28      1.13      0.56
     34.01      2.73      0.22      1.03      0.21      1.28      1.12      0.56
     34.04      2.32      0.22      1.01      0.21      1.30      1.12      0.56
     33.80      2.84      0.22      1.02      0.20      1.28      1.11      0.56
     34.13      2.59      0.22      1.02      0.21      1.28      1.12      0.56
     33.87      2.60      0.22      1.02      0.20      1.26      1.10      0.56
     33.84      2.86      0.22      1.04      0.20      1.30      1.11      0.56
     33.71      2.27      0.22      0.99      0.20      1.28      1.11      0.56
     33.56      5.44      0.21      1.02      0.20      1.30      1.11      0.56
     33.82      2.92      0.22      1.01      0.22      1.31      1.11      0.56
     34.09      2.91      0.22      1.00      0.21      1.34      1.11      0.56
     33.75      2.91      0.22      1.00      0.20      1.28      1.11      0.56
     33.87      2.75      0.22      1.02      0.20      1.27      1.10      0.56
     33.78      2.87      0.22      1.02      0.20      1.31      1.10      0.56
     33.80      2.54      0.22      1.02      0.21      1.29      1.11      0.56
     33.58      3.06      0.22      1.01      0.22      1.27      1.11      0.56
     33.87      2.25      0.22      1.02      0.22      1.29      1.12      0.56
     34.19      2.43      0.22      1.02      0.21      1.34      1.12      0.56
     34.01      2.77      0.22      1.01      0.21      1.26      1.12      0.56
     33.82      2.81      0.23      1.04      0.20      1.23      1.12      0.56
     33.83      2.61      0.22      1.02      0.22      1.30      1.12      0.56
     33.76      2.33      0.22      1.01      0.22      1.26      1.13      0.57

 #---------Update Pop P_eli-----          14 /          20
     Omega        hs        n         ec0       alpha     beta      rat_ei    rat_ed
 -----------------------------------------------------
     33.31      2.03      0.22      1.06      0.19      1.30      1.12      0.56
     33.52      2.07      0.22      1.05      0.19      1.31      1.11      0.56
     33.49      2.08      0.22      1.04      0.21      1.35      1.12      0.56
     33.33      2.36      0.22      1.04      0.21      1.31      1.11      0.56
     33.36      3.00      0.21      1.01      0.25      1.28      1.11      0.56


 #---------Update Pop P_mat-----          14 /          20
     Omega        hs        n         ec0       alpha     beta      rat_ei    rat_ed
 -----------------------------------------------------
     33.85      2.73      0.22      1.02      0.20      1.29      1.11      0.56
     33.80      2.22      0.22      1.02      0.20      1.31      1.10      0.56
     33.60      2.71      0.21      1.01      0.22      1.28      1.12      0.56
     33.61      2.72      0.22      1.04      0.22      1.28      1.11      0.56
     33.87      2.58      0.22      1.03      0.20      1.31      1.12      0.56
     33.74      2.64      0.22      1.02      0.20      1.32      1.11      0.56
     33.79      2.56      0.22      1.01      0.21      1.33      1.11      0.56
     33.69      2.39      0.22      1.02      0.21      1.31      1.11      0.56
     33.61      2.57      0.22      1.02      0.21      1.30      1.11      0.56
     33.63      2.38      0.22      1.02      0.20      1.27      1.11      0.56
     33.55      2.65      0.22      1.05      0.20      1.31      1.11      0.56
     33.45      2.52      0.22      1.03      0.21      1.31      1.11      0.56
     33.75      2.36      0.22      1.01      0.21      1.29      1.12      0.56
     33.75      2.83      0.22      1.02      0.20      1.25      1.12      0.56
     33.74      2.80      0.22      1.02      0.22      1.29      1.10      0.56
     33.83      2.58      0.22      1.02      0.21      1.31      1.11      0.56
     33.64      2.55      0.22      1.02      0.21      1.30      1.12      0.56
     34.03      2.50      0.22      1.02      0.21      1.28      1.11      0.56
     33.48      2.62      0.22      1.02      0.21      1.29      1.10      0.56
     33.76      2.67      0.22      1.02      0.21      1.29      1.11      0.56
     33.75      2.75      0.22      1.02      0.21      1.30      1.11      0.56
     33.66      2.59      0.22      1.02      0.21      1.29      1.12      0.56
     33.56      2.29      0.22      1.02      0.20      1.30      1.12      0.56
     33.76      2.34      0.22      1.02      0.21      1.31      1.12      0.56
     33.48      2.58      0.22      1.04      0.20      1.28      1.11      0.56
     33.61      2.81      0.22      1.02      0.22      1.30      1.12      0.56
     33.77      2.53      0.21      1.04      0.21      1.31      1.12      0.56
     33.31      2.48      0.22      1.04      0.20      1.29      1.12      0.56
     33.45      2.20      0.22      1.05      0.20      1.29      1.12      0.56
     33.81      2.73      0.22      1.01      0.21      1.31      1.12      0.56
     33.72      2.74      0.22      1.01      0.21      1.28      1.10      0.56
     33.83      2.63      0.22      1.03      0.21      1.29      1.12      0.56
     33.67      2.43      0.22      1.02      0.21      1.29      1.13      0.56
     33.56      2.55      0.22      1.02      0.21      1.30      1.11      0.56
     33.77      2.74      0.22      1.02      0.21      1.31      1.11      0.56
     33.72      2.64      0.21      1.03      0.20      1.29      1.11      0.56
     33.67      2.44      0.22      1.04      0.20      1.31      1.12      0.56
     33.58      2.55      0.22      1.02      0.20      1.30      1.12      0.56
     33.72      2.30      0.22      1.03      0.20      1.31      1.12      0.56
     33.81      2.87      0.21      1.02      0.22      1.30      1.12      0.56
     33.68      2.74      0.22      1.03      0.21      1.29      1.12      0.56
     33.56      2.68      0.22      1.05      0.19      1.30      1.11      0.56
     33.69      2.71      0.22      1.03      0.20      1.31      1.12      0.56
     33.73      2.77      0.21      1.01      0.21      1.29      1.10      0.56
     33.84      2.80      0.22      1.02      0.20      1.30      1.11      0.56
     33.51      2.39      0.22      1.03      0.21      1.29      1.11      0.56
     33.86      2.83      0.21      1.02      0.21      1.29      1.11      0.56
     33.68      2.53      0.22      1.02      0.20      1.29      1.11      0.56
     33.66      3.00      0.22      1.02      0.21      1.28      1.11      0.56
     33.79      2.49      0.22      1.01      0.21      1.27      1.11      0.56
     33.77      2.43      0.22      1.02      0.21      1.26      1.12      0.56
     33.63      2.36      0.22      1.03      0.20      1.29      1.10      0.56
     33.59      2.67      0.22      1.02      0.21      1.32      1.10      0.56
     33.65      2.68      0.22      1.01      0.21      1.29      1.12      0.56
     33.67      2.12      0.22      1.05      0.19      1.32      1.11      0.56
     33.51      2.57      0.21      1.02      0.21      1.29      1.11      0.56
     33.71      2.79      0.22      1.01      0.21      1.28      1.10      0.56
     33.38      3.00      0.22      1.04      0.20      1.30      1.11      0.56
     33.92      2.60      0.22      1.02      0.21      1.32      1.10      0.56
     33.71      2.63      0.22      1.02      0.21      1.30      1.11      0.56
     33.94      2.62      0.22      1.01      0.21      1.27      1.12      0.56
     33.73      2.19      0.22      1.04      0.19      1.32      1.11      0.56
     33.76      2.63      0.22      1.02      0.21      1.27      1.11      0.56
     33.94      2.50      0.22      1.03      0.21      1.32      1.11      0.56
     33.65      2.32      0.22      1.02      0.21      1.29      1.11      0.56
     33.59      2.49      0.22      1.02      0.21      1.31      1.11      0.56
     33.50      2.38      0.22      1.05      0.20      1.28      1.12      0.56
     33.69      2.72      0.21      1.02      0.21      1.32      1.11      0.56
     33.91      2.49      0.22      1.02      0.21      1.29      1.11      0.56
     33.68      2.79      0.21      1.02      0.20      1.28      1.11      0.56
     33.67      2.58      0.22      1.01      0.21      1.27      1.10      0.56
     33.88      2.67      0.22      1.02      0.21      1.28      1.12      0.56
     33.61      2.96      0.21      1.02      0.21      1.29      1.11      0.56
     33.79      2.64      0.22      1.03      0.21      1.29      1.12      0.56
     33.65      2.80      0.21      1.01      0.21      1.31      1.11      0.56
     33.62      2.83      0.22      1.01      0.22      1.28      1.11      0.56
